,Car Rental & Taxi Services
2018-10-07,59.0
2018-10-14,82.0
2018-10-21,65.0
2018-10-28,86.0
2018-11-04,44.0
2018-11-11,50.0
2018-11-18,93.0
2018-11-25,90.0
2018-12-02,98.0
2018-12-09,65.0
2018-12-16,78.0
2018-12-23,100.0
2018-12-30,51.0
2019-01-06,76.0
2019-01-13,65.0
2019-01-20,60.0
2019-01-27,62.0
2019-02-03,48.0
2019-02-10,82.0
2019-02-17,49.0
2019-02-24,96.0
2019-03-03,86.0
2019-03-10,43.0
2019-03-17,60.0
2019-03-24,81.0
2019-03-31,98.0
2019-04-07,56.0
2019-04-14,66.0
2019-04-21,85.0
2019-04-28,68.0
2019-05-05,51.0
2019-05-12,0.0
2019-05-19,44.0
2019-05-26,64.0
2019-06-02,93.0
2019-06-09,39.0
2019-06-16,53.0
2019-06-23,70.0
2019-06-30,53.0
2019-07-07,62.0
2019-07-14,58.0
2019-07-21,81.0
2019-07-28,88.0
2019-08-04,93.0
2019-08-11,87.0
2019-08-18,89.0
2019-08-25,71.0
2019-09-01,50.0
2019-09-08,91.0
2019-09-15,60.0
2019-09-22,0.0
2019-09-29,0.0
2019-10-06,47.0
2019-10-13,62.0
2019-10-20,55.0
2019-10-27,38.0
2019-11-03,61.0
2019-11-10,52.0
2019-11-17,56.0
2019-11-24,50.0
2019-12-01,78.0
2019-12-08,84.0
2019-12-15,75.0
2019-12-22,64.0
2019-12-29,58.0
2020-01-05,75.90065934065933
2020-01-12,54.419340659340655
2020-01-19,67.30813186813187
2020-01-26,0.0
2020-02-02,47.25890109890109
2020-02-09,78.76483516483516
2020-02-16,41.530549450549444
2020-02-23,37.23428571428571
2020-03-01,34.37010989010989
2020-03-08,38.66637362637363
2020-03-15,83.06109890109889
2020-03-22,47.25890109890109
2020-03-29,0.0
2020-04-05,31.505934065934063
2020-04-12,0.0
2020-04-19,38.66637362637363
2020-04-26,0.0
2020-05-03,32.93802197802198
2020-05-10,0.0
2020-05-17,32.93802197802198
2020-05-24,0.0
2020-05-31,31.505934065934063
2020-06-07,0.0
2020-06-14,0.0
2020-06-21,35.802197802197796
2020-06-28,0.0
2020-07-05,0.0
2020-07-12,0.0
2020-07-19,0.0
2020-07-26,0.0
2020-08-02,0.0
2020-08-09,42.96263736263736
2020-08-16,0.0
2020-08-23,32.93802197802198
2020-08-30,0.0
2020-09-06,31.505934065934063
2020-09-13,0.0
2020-09-20,32.93802197802198
2020-09-27,0.0
2020-10-04,0.0
2020-10-11,0.0
2020-10-18,41.530549450549444
2020-10-25,41.530549450549444
2020-11-01,37.23428571428571
2020-11-08,0.0
2020-11-15,0.0
2020-11-22,32.93802197802198
2020-11-29,0.0
2020-12-06,44.394725274725275
2020-12-13,85.92527472527472
2020-12-20,57.28351648351648
2020-12-27,54.419340659340655
2021-01-03,47.25890109890109
2021-01-10,31.505934065934063
2021-01-17,44.394725274725275
2021-01-24,0.0
2021-01-31,0.0
2021-02-07,40.098461538461535
2021-02-14,55.85142857142857
2021-02-21,55.85142857142857
2021-02-28,61.57978021978022
2021-03-07,40.098461538461535
2021-03-14,48.69098901098901
2021-03-21,52.98725274725274
2021-03-28,80.19692307692307
2021-04-04,48.69098901098901
2021-04-11,48.69098901098901
2021-04-18,54.419340659340655
2021-04-25,41.530549450549444
2021-05-02,0.0
2021-05-09,0.0
2021-05-16,0.0
2021-05-23,52.98725274725274
2021-05-30,57.28351648351648
2021-06-06,0.0
2021-06-13,64.44395604395604
2021-06-20,38.66637362637363
2021-06-27,74.46857142857142
2021-07-04,83.06109890109889
2021-07-11,63.01186813186813
2021-07-18,45.82681318681318
2021-07-25,54.419340659340655
2021-08-01,90.22153846153846
2021-08-08,73.03648351648351
2021-08-15,52.98725274725274
2021-08-22,83.06109890109889
2021-08-29,71.60439560439559
2021-09-05,81.62901098901098
2021-09-12,61.57978021978022
2021-09-19,77.33274725274725
2021-09-26,77.33274725274725
2021-10-03,45.82681318681318
2021-10-10,70.17230769230768
2021-10-17,65.87604395604396
2021-10-24,65.87604395604396
2021-10-31,55.85142857142857
2021-11-07,64.44395604395604
2021-11-14,55.85142857142857
2021-11-21,70.17230769230768
2021-11-28,42.96263736263736
2021-12-05,81.62901098901098
2021-12-12,110.27076923076922
2021-12-19,93.08571428571427
2021-12-26,84.49318681318681
2022-01-02,80.19692307692307
2022-01-09,51.55516483516483
2022-01-16,60.1476923076923
2022-01-23,52.98725274725274
2022-01-30,45.82681318681318
2022-02-06,48.69098901098901
2022-02-13,54.419340659340655
2022-02-20,63.01186813186813
2022-02-27,73.03648351648351
2022-03-06,78.76483516483516
2022-03-13,75.90065934065933
2022-03-20,58.71560439560439
2022-03-27,81.62901098901098
2022-04-03,71.60439560439559
2022-04-10,57.28351648351648
2022-04-17,61.57978021978022
2022-04-24,63.01186813186813
2022-05-01,48.69098901098901
2022-05-08,50.12307692307692
2022-05-15,47.25890109890109
2022-05-22,52.98725274725274
2022-05-29,47.25890109890109
2022-06-05,61.57978021978022
2022-06-12,50.12307692307692
2022-06-19,47.25890109890109
2022-06-26,68.74021978021977
2022-07-03,61.57978021978022
2022-07-10,41.530549450549444
2022-07-17,87.35736263736263
2022-07-24,88.78945054945055
2022-07-31,61.57978021978022
2022-08-07,64.44395604395604
2022-08-14,57.28351648351648
2022-08-21,50.12307692307692
2022-08-28,61.57978021978022
2022-09-04,44.394725274725275
2022-09-11,35.802197802197796
2022-09-18,48.69098901098901
2022-09-25,35.802197802197796
2022-10-02,78.76483516483516
2022-10-09,74.46857142857142
2022-10-16,65.87604395604396
2022-10-23,32.93802197802198
2022-10-30,73.03648351648351
2022-11-06,55.85142857142857
2022-11-13,77.33274725274725
2022-11-20,58.71560439560439
2022-11-27,78.76483516483516
2022-12-04,35.802197802197796
2022-12-11,85.92527472527472
2022-12-18,67.30813186813187
2022-12-25,75.90065934065933
2023-01-01,134.61626373626373
2023-01-08,84.49318681318681
2023-01-15,91.65362637362637
2023-01-22,71.60439560439559
2023-01-29,67.30813186813187
2023-02-05,88.78945054945055
2023-02-12,87.35736263736263
2023-02-19,64.44395604395604
2023-02-26,100.24615384615385
2023-03-05,101.67824175824175
2023-03-12,105.97450549450548
2023-03-19,81.62901098901098
2023-03-26,105.97450549450548
2023-04-02,111.70285714285714
2023-04-09,100.24615384615385
2023-04-16,107.4065934065934
2023-04-23,73.03648351648351
2023-04-30,101.67824175824175
2023-05-07,98.81406593406592
2023-05-14,70.17230769230768
2023-05-21,57.28351648351648
2023-05-28,88.78945054945055
2023-06-04,80.19692307692307
2023-06-11,118.8632967032967
2023-06-18,83.06109890109889
2023-06-25,47.25890109890109
2023-07-02,83.06109890109889
2023-07-09,87.35736263736263
2023-07-16,81.62901098901098
2023-07-23,70.17230769230768
2023-07-30,91.65362637362637
2023-08-06,93.08571428571427
2023-08-13,75.90065934065933
2023-08-20,71.60439560439559
2023-08-27,68.74021978021977
2023-09-03,103.11032967032966
2023-09-10,57.28351648351648
2023-09-17,74.46857142857142
2023-09-24,63.01186813186813
2023-10-01,81.62901098901098
2023-10-08,95.9498901098901
2023-10-15,61.57978021978022
2023-10-22,70.17230769230768
2023-10-29,143.20879120879118
2023-11-05,101.67824175824175
2023-11-12,87.35736263736263
2023-11-19,83.06109890109889
2023-11-26,108.83868131868131
2023-12-03,74.46857142857142
2023-12-10,80.19692307692307
2023-12-17,131.75208791208792
2023-12-24,87.35736263736263
2023-12-31,118.8632967032967
2024-01-07,113.134945054945
2024-01-14,105.97450549450545
2024-01-21,105.97450549450545
2024-01-28,104.54241758241754
2024-02-04,137.4804395604395
2024-02-11,114.56703296703293
2024-02-18,101.67824175824173
2024-02-25,138.91252747252742
2024-03-03,104.54241758241754
2024-03-10,97.38197802197799
2024-03-17,107.40659340659336
2024-03-24,107.40659340659336
2024-03-31,57.283516483516465
2024-04-07,101.67824175824173
2024-04-14,107.40659340659336
2024-04-21,77.33274725274723
2024-04-28,143.20879120879115
2024-05-05,114.56703296703293
2024-05-12,91.65362637362634
2024-05-19,88.78945054945052
2024-05-26,93.08571428571425
2024-06-02,115.99912087912084
2024-06-09,91.65362637362634
2024-06-16,85.92527472527469
2024-06-23,83.06109890109887
2024-06-30,117.43120879120875
2024-07-07,91.65362637362634
2024-07-14,91.65362637362634
2024-07-21,84.49318681318678
2024-07-28,98.8140659340659
2024-08-04,98.8140659340659
2024-08-11,118.86329670329665
2024-08-18,110.27076923076919
2024-08-25,97.38197802197799
2024-09-01,81.62901098901095
2024-09-08,105.97450549450545
2024-09-15,70.17230769230767
2024-09-22,115.99912087912084
2024-09-29,113.134945054945
2024-10-06,97.38197802197799
2024-10-13,105.97450549450545
2024-10-20,113.134945054945
2024-10-27,105.97450549450545
2024-11-03,87.3573626373626
2024-11-10,95.94989010989008
2024-11-17,95.94989010989008
2024-11-24,64.44395604395602
2024-12-01,68.74021978021975
2024-12-08,113.134945054945
2024-12-15,88.78945054945052
2024-12-22,127.45582417582412
2024-12-29,140.34461538461534
2025-01-05,140.34461538461534
2025-01-12,104.54241758241754
2025-01-19,95.94989010989008
2025-01-26,41.53054945054944
2025-02-02,123.1595604395604
2025-02-09,103.11032967032963
2025-02-16,98.8140659340659
2025-02-23,138.91252747252742
2025-03-02,104.54241758241754
2025-03-09,98.8140659340659
2025-03-16,104.54241758241754
2025-03-23,111.7028571428571
2025-03-30,90.22153846153843
2025-04-06,100.2461538461538
2025-04-13,127.45582417582412
2025-04-20,85.92527472527469
2025-04-27,100.2461538461538
2025-05-04,105.97450549450545
2025-05-11,61.5797802197802
2025-05-18,73.03648351648349
2025-05-25,71.60439560439558
2025-06-01,88.78945054945052
2025-06-08,61.5797802197802
2025-06-15,73.03648351648349
2025-06-22,105.97450549450545
2025-06-29,88.78945054945052
2025-07-06,120.29538461538456
2025-07-13,52.987252747252725
2025-07-20,91.65362637362634
2025-07-27,88.78945054945052
2025-08-03,90.22153846153843
2025-08-10,85.92527472527469
2025-08-17,94.51780219780215
2025-08-24,101.67824175824173
2025-08-31,51.55516483516482
2025-09-07,71.60439560439558
2025-09-14,93.08571428571425
2025-09-21,93.08571428571425
2025-09-28,70.17230769230767
2025-10-05,81.62901098901095
2025-10-12,91.65362637362634
2025-10-19,83.06109890109887
2025-10-26,91.65362637362634
2025-11-02,87.3573626373626
2025-11-09,93.08571428571425
2025-11-16,75.90065934065932
2025-11-23,54.41934065934064
2025-11-30,113.134945054945
2025-12-07,107.40659340659336
2025-12-14,104.54241758241754
2025-12-21,87.3573626373626
2025-12-28,118.86329670329665
2026-01-04,137.4804395604395
