,Architecture
2018-10-14,57.0
2018-10-21,0.0
2018-10-28,44.0
2018-11-04,62.0
2018-11-11,45.0
2018-11-18,60.0
2018-11-25,0.0
2018-12-02,44.0
2018-12-09,65.0
2018-12-16,0.0
2018-12-23,60.0
2018-12-30,53.0
2019-01-06,0.0
2019-01-13,0.0
2019-01-20,56.0
2019-01-27,95.0
2019-02-03,78.0
2019-02-10,0.0
2019-02-17,50.0
2019-02-24,46.0
2019-03-03,76.0
2019-03-10,73.0
2019-03-17,95.0
2019-03-24,84.0
2019-03-31,49.0
2019-04-07,0.0
2019-04-14,71.0
2019-04-21,45.0
2019-04-28,70.0
2019-05-05,0.0
2019-05-12,54.0
2019-05-19,0.0
2019-05-26,0.0
2019-06-02,48.0
2019-06-09,68.0
2019-06-16,0.0
2019-06-23,43.0
2019-06-30,47.0
2019-07-07,52.0
2019-07-14,78.0
2019-07-21,0.0
2019-07-28,0.0
2019-08-04,0.0
2019-08-11,0.0
2019-08-18,60.0
2019-08-25,59.0
2019-09-01,0.0
2019-09-08,43.0
2019-09-15,63.0
2019-09-22,44.0
2019-09-29,77.0
2019-10-06,61.0
2019-10-13,57.0
2019-10-20,0.0
2019-10-27,55.0
2019-11-03,56.0
2019-11-10,0.0
2019-11-17,64.0
2019-11-24,43.0
2019-12-01,42.0
2019-12-08,65.0
2019-12-15,0.0
2019-12-22,48.0
2019-12-29,88.0
2020-01-05,59.5128085700978
2020-01-12,56.43455985095481
2020-01-19,48.22589659990684
2020-01-26,49.25197950628784
2020-02-02,42.069399161620865
2020-02-09,59.5128085700978
2020-02-16,57.46064275733581
2020-02-23,64.64322310200279
2020-03-01,51.30414531904983
2020-03-08,67.72147182114578
2020-03-15,0.0
2020-03-22,48.22589659990684
2020-03-29,0.0
2020-04-05,0.0
2020-04-12,44.121564974382856
2020-04-19,0.0
2020-04-26,41.043316255239866
2020-05-03,49.25197950628784
2020-05-10,55.40847694457382
2020-05-17,38.991150442477874
2020-05-24,41.043316255239866
2020-05-31,0.0
2020-06-07,34.886818816953884
2020-06-14,61.5649743828598
2020-06-21,0.0
2020-06-28,0.0
2020-07-05,35.91290172333488
2020-07-12,0.0
2020-07-19,0.0
2020-07-26,0.0
2020-08-02,0.0
2020-08-09,40.017233348858866
2020-08-16,0.0
2020-08-23,53.35631113181182
2020-08-30,0.0
2020-09-06,0.0
2020-09-13,0.0
2020-09-20,0.0
2020-09-27,0.0
2020-10-04,0.0
2020-10-11,0.0
2020-10-18,0.0
2020-10-25,38.991150442477874
2020-11-01,38.991150442477874
2020-11-08,0.0
2020-11-15,45.147647880763856
2020-11-22,0.0
2020-11-29,37.965067536096875
2020-12-06,0.0
2020-12-13,62.591057289240794
2020-12-20,0.0
2020-12-27,70.79972054028877
2021-01-03,51.30414531904983
2021-01-10,0.0
2021-01-17,47.19981369352585
2021-01-24,43.09548206800186
2021-01-31,0.0
2021-02-07,65.66930600838378
2021-02-14,49.25197950628784
2021-02-21,43.09548206800186
2021-02-28,58.48672566371681
2021-03-07,55.40847694457382
2021-03-14,61.5649743828598
2021-03-21,75.93013507219375
2021-03-28,66.69538891476478
2021-04-04,49.25197950628784
2021-04-11,0.0
2021-04-18,45.147647880763856
2021-04-25,0.0
2021-05-02,74.90405216581276
2021-05-09,48.22589659990684
2021-05-16,69.77363763390777
2021-05-23,61.5649743828598
2021-05-30,0.0
2021-06-06,67.72147182114578
2021-06-13,81.06054960409874
2021-06-20,61.5649743828598
2021-06-27,56.43455985095481
2021-07-04,0.0
2021-07-11,0.0
2021-07-18,0.0
2021-07-25,43.09548206800186
2021-08-01,61.5649743828598
2021-08-08,44.121564974382856
2021-08-15,0.0
2021-08-22,0.0
2021-08-29,0.0
2021-09-05,44.121564974382856
2021-09-12,51.30414531904983
2021-09-19,55.40847694457382
2021-09-26,48.22589659990684
2021-10-03,0.0
2021-10-10,0.0
2021-10-17,0.0
2021-10-24,47.19981369352585
2021-10-31,0.0
2021-11-07,59.5128085700978
2021-11-14,47.19981369352585
2021-11-21,0.0
2021-11-28,0.0
2021-12-05,65.66930600838378
2021-12-12,0.0
2021-12-19,65.66930600838378
2021-12-26,86.19096413600371
2022-01-02,75.93013507219375
2022-01-09,67.72147182114578
2022-01-16,40.017233348858866
2022-01-23,77.98230088495575
2022-01-30,51.30414531904983
2022-02-06,41.043316255239866
2022-02-13,69.77363763390777
2022-02-20,36.938984629715875
2022-02-27,56.43455985095481
2022-03-06,60.5388914764788
2022-03-13,33.86073591057289
2022-03-20,56.43455985095481
2022-03-27,35.91290172333488
2022-04-03,44.121564974382856
2022-04-10,48.22589659990684
2022-04-17,65.66930600838378
2022-04-24,54.38239403819282
2022-05-01,43.09548206800186
2022-05-08,55.40847694457382
2022-05-15,41.043316255239866
2022-05-22,44.121564974382856
2022-05-29,53.35631113181182
2022-06-05,0.0
2022-06-12,0.0
2022-06-19,38.991150442477874
2022-06-26,58.48672566371681
2022-07-03,47.19981369352585
2022-07-10,41.043316255239866
2022-07-17,33.86073591057289
2022-07-24,54.38239403819282
2022-07-31,0.0
2022-08-07,49.25197950628784
2022-08-14,46.17373078714485
2022-08-21,81.06054960409874
2022-08-28,53.35631113181182
2022-09-04,56.43455985095481
2022-09-11,58.48672566371681
2022-09-18,56.43455985095481
2022-09-25,54.38239403819282
2022-10-02,74.90405216581276
2022-10-09,43.09548206800186
2022-10-16,51.30414531904983
2022-10-23,54.38239403819282
2022-10-30,51.30414531904983
2022-11-06,42.069399161620865
2022-11-13,44.121564974382856
2022-11-20,49.25197950628784
2022-11-27,45.147647880763856
2022-12-04,47.19981369352585
2022-12-11,46.17373078714485
2022-12-18,61.5649743828598
2022-12-25,68.74755472752678
2023-01-01,76.95621797857474
2023-01-08,60.5388914764788
2023-01-15,60.5388914764788
2023-01-22,57.46064275733581
2023-01-29,54.38239403819282
2023-02-05,70.79972054028877
2023-02-12,84.13879832324173
2023-02-19,31.808570097810897
2023-02-26,42.069399161620865
2023-03-05,45.147647880763856
2023-03-12,34.886818816953884
2023-03-19,61.5649743828598
2023-03-26,65.66930600838378
2023-04-02,51.30414531904983
2023-04-09,43.09548206800186
2023-04-16,42.069399161620865
2023-04-23,58.48672566371681
2023-04-30,49.25197950628784
2023-05-07,54.38239403819282
2023-05-14,60.5388914764788
2023-05-21,53.35631113181182
2023-05-28,42.069399161620865
2023-06-04,62.591057289240794
2023-06-11,33.86073591057289
2023-06-18,48.22589659990684
2023-06-25,47.19981369352585
2023-07-02,49.25197950628784
2023-07-09,34.886818816953884
2023-07-16,0.0
2023-07-23,0.0
2023-07-30,0.0
2023-08-06,51.30414531904983
2023-08-13,76.95621797857474
2023-08-20,49.25197950628784
2023-08-27,51.30414531904983
2023-09-03,40.017233348858866
2023-09-10,33.86073591057289
2023-09-17,44.121564974382856
2023-09-24,63.61714019562179
2023-10-01,53.35631113181182
2023-10-08,60.5388914764788
2023-10-15,61.5649743828598
2023-10-22,49.25197950628784
2023-10-29,59.5128085700978
2023-11-05,64.64322310200279
2023-11-12,56.43455985095481
2023-11-19,87.21704704238472
2023-11-26,67.72147182114578
2023-12-03,66.69538891476478
2023-12-10,43.09548206800186
2023-12-17,0.0
2023-12-24,77.98230088495575
2023-12-31,102.60829063809966
2024-01-07,76.1763949697252
2024-01-14,47.61024685607825
2024-01-21,0.0
2024-01-28,70.22511411271542
2024-02-04,74.98613879832324
2024-02-11,44.039478341872375
2024-02-18,97.60100605496041
2024-02-25,79.74716348393106
2024-03-03,86.8887005123428
2024-03-10,57.13229622729389
2024-03-17,57.13229622729389
2024-03-24,70.22511411271542
2024-03-31,74.98613879832324
2024-04-07,73.79588262692128
2024-04-14,69.03485794131346
2024-04-21,63.08357708430368
2024-04-28,49.99075919888216
2024-05-05,53.561527713088026
2024-05-12,48.800503027480204
2024-05-19,54.75178388448998
2024-05-26,67.8446017699115
2024-06-02,64.27383325570564
2024-06-09,44.039478341872375
2024-06-16,44.039478341872375
2024-06-23,73.79588262692128
2024-06-30,47.61024685607825
2024-07-07,66.65434559850955
2024-07-14,49.99075919888216
2024-07-21,63.08357708430368
2024-07-28,52.37127154168607
2024-08-04,76.1763949697252
2024-08-11,44.039478341872375
2024-08-18,52.37127154168607
2024-08-25,49.99075919888216
2024-09-01,90.45946902654867
2024-09-08,45.22973451327434
2024-09-15,0.0
2024-09-22,78.5569073125291
2024-09-29,74.98613879832324
2024-10-06,63.08357708430368
2024-10-13,74.98613879832324
2024-10-20,45.22973451327434
2024-10-27,46.41999068467629
2024-11-03,77.36665114112715
2024-11-10,54.75178388448998
2024-11-17,74.98613879832324
2024-11-24,70.22511411271542
2024-12-01,94.03023754075454
2024-12-08,61.89332091290172
2024-12-15,60.703064741499766
2024-12-22,66.65434559850955
2024-12-29,101.17177456916627
2025-01-05,101.17177456916627
2025-01-12,77.36665114112715
2025-01-19,66.65434559850955
2025-01-26,71.41537028411737
2025-02-02,88.07895668374475
2025-02-09,69.03485794131346
2025-02-16,71.41537028411737
2025-02-23,58.322552398695855
2025-03-02,95.2204937121565
2025-03-09,63.08357708430368
2025-03-16,65.4640894271076
2025-03-23,64.27383325570564
2025-03-30,47.61024685607825
2025-04-06,85.69844434094084
2025-04-13,76.1763949697252
2025-04-20,90.45946902654867
2025-04-27,67.8446017699115
2025-05-04,69.03485794131346
2025-05-11,60.703064741499766
2025-05-18,69.03485794131346
2025-05-25,0.0
2025-06-01,59.51280857009781
2025-06-08,63.08357708430368
2025-06-15,98.79126222636236
2025-06-22,64.27383325570564
2025-06-29,51.181015370284115
2025-07-06,57.13229622729389
2025-07-13,70.22511411271542
2025-07-20,97.60100605496041
2025-07-27,51.181015370284115
2025-08-03,55.94204005589194
2025-08-10,71.41537028411737
2025-08-17,73.79588262692128
2025-08-24,54.75178388448998
2025-08-31,0.0
2025-09-07,67.8446017699115
2025-09-14,69.03485794131346
2025-09-21,119.02561714019562
2025-09-28,99.98151839776432
2025-10-05,57.13229622729389
2025-10-12,51.181015370284115
2025-10-19,48.800503027480204
2025-10-26,77.36665114112715
2025-11-02,99.98151839776432
2025-11-09,70.22511411271542
2025-11-16,83.31793199813693
2025-11-23,47.61024685607825
2025-11-30,76.1763949697252
2025-12-07,55.94204005589194
2025-12-14,66.65434559850955
2025-12-21,79.74716348393106
2025-12-28,48.800503027480204
2026-01-04,74.98613879832324
