,College Financing
2018-10-14,66.0
2018-10-21,0.0
2018-10-28,0.0
2018-11-04,66.0
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.0
2019-01-13,53.0
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.0
2019-02-17,0.0
2019-02-24,60.0
2019-03-03,0.0
2019-03-10,0.0
2019-03-17,0.0
2019-03-24,66.0
2019-03-31,72.0
2019-04-07,0.0
2019-04-14,0.0
2019-04-21,0.0
2019-04-28,0.0
2019-05-05,0.0
2019-05-12,66.0
2019-05-19,0.0
2019-05-26,51.0
2019-06-02,0.0
2019-06-09,0.0
2019-06-16,0.0
2019-06-23,0.0
2019-06-30,0.0
2019-07-07,0.0
2019-07-14,63.0
2019-07-21,0.0
2019-07-28,83.0
2019-08-04,0.0
2019-08-11,0.0
2019-08-18,0.0
2019-08-25,0.0
2019-09-01,0.0
2019-09-08,0.0
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,64.0
2019-10-06,0.0
2019-10-13,0.0
2019-10-20,55.0
2019-10-27,0.0
2019-11-03,0.0
2019-11-10,0.0
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.0
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,57.784232365145236
2020-01-12,49.02904564315353
2020-01-19,0.0
2020-01-26,60.41078838174275
2020-02-02,56.908713692946066
2020-02-09,0.0
2020-02-16,47.27800829875519
2020-02-23,56.033195020746895
2020-03-01,0.0
2020-03-08,0.0
2020-03-15,0.0
2020-03-22,49.9045643153527
2020-03-29,66.53941908713693
2020-04-05,0.0
2020-04-12,0.0
2020-04-19,0.0
2020-04-26,0.0
2020-05-03,0.0
2020-05-10,0.0
2020-05-17,0.0
2020-05-24,0.0
2020-05-31,0.0
2020-06-07,0.0
2020-06-14,50.78008298755187
2020-06-21,0.0
2020-06-28,0.0
2020-07-05,0.0
2020-07-12,0.0
2020-07-19,0.0
2020-07-26,0.0
2020-08-02,0.0
2020-08-09,52.53112033195021
2020-08-16,0.0
2020-08-23,0.0
2020-08-30,0.0
2020-09-06,0.0
2020-09-13,0.0
2020-09-20,0.0
2020-09-27,0.0
2020-10-04,0.0
2020-10-11,0.0
2020-10-18,0.0
2020-10-25,0.0
2020-11-01,0.0
2020-11-08,0.0
2020-11-15,48.15352697095436
2020-11-22,0.0
2020-11-29,50.78008298755187
2020-12-06,0.0
2020-12-13,0.0
2020-12-20,63.91286307053943
2020-12-27,53.40663900414938
2021-01-03,0.0
2021-01-10,0.0
2021-01-17,0.0
2021-01-24,0.0
2021-01-31,0.0
2021-02-07,0.0
2021-02-14,0.0
2021-02-21,68.29045643153528
2021-02-28,0.0
2021-03-07,60.41078838174275
2021-03-14,0.0
2021-03-21,80.54771784232366
2021-03-28,0.0
2021-04-04,0.0
2021-04-11,0.0
2021-04-18,0.0
2021-04-25,0.0
2021-05-02,0.0
2021-05-09,0.0
2021-05-16,0.0
2021-05-23,0.0
2021-05-30,0.0
2021-06-06,0.0
2021-06-13,66.53941908713693
2021-06-20,0.0
2021-06-27,0.0
2021-07-04,0.0
2021-07-11,0.0
2021-07-18,0.0
2021-07-25,51.65560165975104
2021-08-01,0.0
2021-08-08,0.0
2021-08-15,0.0
2021-08-22,67.41493775933611
2021-08-29,0.0
2021-09-05,0.0
2021-09-12,0.0
2021-09-19,0.0
2021-09-26,51.65560165975104
2021-10-03,62.16182572614109
2021-10-10,0.0
2021-10-17,0.0
2021-10-24,0.0
2021-10-31,0.0
2021-11-07,0.0
2021-11-14,0.0
2021-11-21,0.0
2021-11-28,51.65560165975104
2021-12-05,0.0
2021-12-12,0.0
2021-12-19,0.0
2021-12-26,0.0
2022-01-02,0.0
2022-01-09,0.0
2022-01-16,0.0
2022-01-23,0.0
2022-01-30,69.16597510373445
2022-02-06,0.0
2022-02-13,0.0
2022-02-20,65.66390041493777
2022-02-27,0.0
2022-03-06,45.526970954356855
2022-03-13,0.0
2022-03-20,0.0
2022-03-27,0.0
2022-04-03,0.0
2022-04-10,39.39834024896266
2022-04-17,41.149377593361
2022-04-24,49.02904564315353
2022-05-01,0.0
2022-05-08,0.0
2022-05-15,42.900414937759344
2022-05-22,0.0
2022-05-29,49.9045643153527
2022-06-05,70.9170124481328
2022-06-12,0.0
2022-06-19,0.0
2022-06-26,0.0
2022-07-03,0.0
2022-07-10,0.0
2022-07-17,49.9045643153527
2022-07-24,0.0
2022-07-31,47.27800829875519
2022-08-07,0.0
2022-08-14,45.526970954356855
2022-08-21,0.0
2022-08-28,49.9045643153527
2022-09-04,40.27385892116183
2022-09-11,0.0
2022-09-18,0.0
2022-09-25,0.0
2022-10-02,0.0
2022-10-09,43.775933609958514
2022-10-16,56.908713692946066
2022-10-23,0.0
2022-10-30,0.0
2022-11-06,49.02904564315353
2022-11-13,54.282157676348554
2022-11-20,0.0
2022-11-27,0.0
2022-12-04,0.0
2022-12-11,0.0
2022-12-18,64.7883817427386
2022-12-25,0.0
2023-01-01,0.0
2023-01-08,0.0
2023-01-15,42.02489626556017
2023-01-22,0.0
2023-01-29,57.784232365145236
2023-02-05,42.900414937759344
2023-02-12,44.651452282157685
2023-02-19,64.7883817427386
2023-02-26,0.0
2023-03-05,0.0
2023-03-12,0.0
2023-03-19,0.0
2023-03-26,0.0
2023-04-02,0.0
2023-04-09,0.0
2023-04-16,0.0
2023-04-23,47.27800829875519
2023-04-30,87.55186721991703
2023-05-07,49.9045643153527
2023-05-14,80.54771784232366
2023-05-21,47.27800829875519
2023-05-28,44.651452282157685
2023-06-04,0.0
2023-06-11,0.0
2023-06-18,0.0
2023-06-25,0.0
2023-07-02,0.0
2023-07-09,0.0
2023-07-16,44.651452282157685
2023-07-23,0.0
2023-07-30,0.0
2023-08-06,72.66804979253114
2023-08-13,0.0
2023-08-20,56.908713692946066
2023-08-27,0.0
2023-09-03,0.0
2023-09-10,42.02489626556017
2023-09-17,55.157676348547724
2023-09-24,58.65975103734441
2023-10-01,49.9045643153527
2023-10-08,45.526970954356855
2023-10-15,0.0
2023-10-22,46.402489626556026
2023-10-29,0.0
2023-11-05,0.0
2023-11-12,0.0
2023-11-19,75.29460580912864
2023-11-26,0.0
2023-12-03,0.0
2023-12-10,54.282157676348554
2023-12-17,0.0
2023-12-24,0.0
2023-12-31,47.27800829875519
2024-01-07,0.0
2024-01-14,63.03734439834026
2024-01-21,71.79253112033196
2024-01-28,57.784232365145236
2024-02-04,0.0
2024-02-11,58.65975103734441
2024-02-18,83.17427385892117
2024-02-25,48.15352697095436
2024-03-03,47.27800829875519
2024-03-10,0.0
2024-03-17,0.0
2024-03-24,53.40663900414938
2024-03-31,63.03734439834026
2024-04-07,0.0
2024-04-14,47.27800829875519
2024-04-21,0.0
2024-04-28,84.92531120331951
2024-05-05,52.53112033195021
2024-05-12,51.65560165975104
2024-05-19,53.40663900414938
2024-05-26,0.0
2024-06-02,0.0
2024-06-09,77.92116182572614
2024-06-16,0.0
2024-06-23,0.0
2024-06-30,63.03734439834026
2024-07-07,0.0
2024-07-14,0.0
2024-07-21,0.0
2024-07-28,66.53941908713693
2024-08-04,0.0
2024-08-11,73.5435684647303
2024-08-18,50.78008298755187
2024-08-25,48.15352697095436
2024-09-01,0.0
2024-09-08,0.0
2024-09-15,0.0
2024-09-22,79.67219917012449
2024-09-29,0.0
2024-10-06,46.402489626556026
2024-10-13,0.0
2024-10-20,0.0
2024-10-27,0.0
2024-11-03,49.9045643153527
2024-11-10,0.0
2024-11-17,0.0
2024-11-24,50.78008298755187
2024-12-01,59.53526970954358
2024-12-08,69.16597510373445
2024-12-15,0.0
2024-12-22,0.0
2024-12-29,0.0
2025-01-05,0.0
2025-01-12,54.282157676348554
2025-01-19,49.9045643153527
2025-01-26,50.78008298755187
2025-02-02,0.0
2025-02-09,82.298755186722
2025-02-16,67.41493775933611
2025-02-23,0.0
2025-03-02,0.0
2025-03-09,56.033195020746895
2025-03-16,0.0
2025-03-23,0.0
2025-03-30,0.0
2025-04-06,0.0
2025-04-13,0.0
2025-04-20,64.7883817427386
2025-04-27,73.5435684647303
2025-05-04,87.55186721991703
2025-05-11,63.03734439834026
2025-05-18,0.0
2025-05-25,0.0
2025-06-01,0.0
2025-06-08,50.78008298755187
2025-06-15,0.0
2025-06-22,0.0
2025-06-29,55.157676348547724
2025-07-06,62.16182572614109
2025-07-13,0.0
2025-07-20,0.0
2025-07-27,0.0
2025-08-03,49.9045643153527
2025-08-10,0.0
2025-08-17,77.92116182572614
2025-08-24,66.53941908713693
2025-08-31,51.65560165975104
2025-09-07,47.27800829875519
2025-09-14,47.27800829875519
2025-09-21,76.1701244813278
2025-09-28,47.27800829875519
2025-10-05,0.0
2025-10-12,0.0
2025-10-19,49.02904564315353
2025-10-26,51.65560165975104
2025-11-02,0.0
2025-11-09,60.41078838174275
2025-11-16,0.0
2025-11-23,59.53526970954358
2025-11-30,0.0
2025-12-07,0.0
2025-12-14,63.03734439834026
2025-12-21,63.03734439834026
2025-12-28,50.78008298755187
2026-01-04,54.282157676348554
