,Outsourcing
2018-10-07,0.0
2018-10-14,0.0
2018-10-21,0.0
2018-10-28,0.0
2018-11-04,0.0
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.0
2019-01-13,0.0
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.0
2019-02-17,0.0
2019-02-24,50.0
2019-03-03,0.0
2019-03-10,0.0
2019-03-17,0.0
2019-03-24,0.0
2019-03-31,0.0
2019-04-07,0.0
2019-04-14,0.0
2019-04-21,0.0
2019-04-28,0.0
2019-05-05,0.0
2019-05-12,0.0
2019-05-19,0.0
2019-05-26,0.0
2019-06-02,0.0
2019-06-09,0.0
2019-06-16,0.0
2019-06-23,0.0
2019-06-30,0.0
2019-07-07,0.0
2019-07-14,0.0
2019-07-21,0.0
2019-07-28,0.0
2019-08-04,0.0
2019-08-11,0.0
2019-08-18,0.0
2019-08-25,0.0
2019-09-01,0.0
2019-09-08,58.0
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,0.0
2019-10-06,0.0
2019-10-13,0.0
2019-10-20,0.0
2019-10-27,0.0
2019-11-03,0.0
2019-11-10,0.0
2019-11-17,56.0
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.0
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,0.0
2020-01-19,0.0
2020-01-26,0.0
2020-02-02,0.0
2020-02-09,0.0
2020-02-16,0.0
2020-02-23,0.0
2020-03-01,0.0
2020-03-08,0.0
2020-03-15,41.59420289855072
2020-03-22,40.405797101449274
2020-03-29,0.0
2020-04-05,0.0
2020-04-12,0.0
2020-04-19,0.0
2020-04-26,0.0
2020-05-03,40.405797101449274
2020-05-10,0.0
2020-05-17,0.0
2020-05-24,0.0
2020-05-31,0.0
2020-06-07,0.0
2020-06-14,0.0
2020-06-21,0.0
2020-06-28,0.0
2020-07-05,0.0
2020-07-12,0.0
2020-07-19,0.0
2020-07-26,0.0
2020-08-02,0.0
2020-08-09,0.0
2020-08-16,0.0
2020-08-23,0.0
2020-08-30,0.0
2020-09-06,0.0
2020-09-13,0.0
2020-09-20,0.0
2020-09-27,0.0
2020-10-04,0.0
2020-10-11,0.0
2020-10-18,0.0
2020-10-25,0.0
2020-11-01,0.0
2020-11-08,0.0
2020-11-15,0.0
2020-11-22,0.0
2020-11-29,0.0
2020-12-06,0.0
2020-12-13,0.0
2020-12-20,0.0
2020-12-27,0.0
2021-01-03,45.15942028985507
2021-01-10,0.0
2021-01-17,0.0
2021-01-24,0.0
2021-01-31,0.0
2021-02-07,0.0
2021-02-14,54.666666666666664
2021-02-21,0.0
2021-02-28,0.0
2021-03-07,42.78260869565217
2021-03-14,0.0
2021-03-21,0.0
2021-03-28,0.0
2021-04-04,0.0
2021-04-11,0.0
2021-04-18,0.0
2021-04-25,51.10144927536231
2021-05-02,0.0
2021-05-09,0.0
2021-05-16,0.0
2021-05-23,0.0
2021-05-30,0.0
2021-06-06,0.0
2021-06-13,0.0
2021-06-20,0.0
2021-06-27,0.0
2021-07-04,0.0
2021-07-11,0.0
2021-07-18,0.0
2021-07-25,0.0
2021-08-01,0.0
2021-08-08,0.0
2021-08-15,52.289855072463766
2021-08-22,0.0
2021-08-29,0.0
2021-09-05,0.0
2021-09-12,0.0
2021-09-19,0.0
2021-09-26,0.0
2021-10-03,0.0
2021-10-10,0.0
2021-10-17,0.0
2021-10-24,0.0
2021-10-31,0.0
2021-11-07,0.0
2021-11-14,0.0
2021-11-21,0.0
2021-11-28,0.0
2021-12-05,0.0
2021-12-12,0.0
2021-12-19,0.0
2021-12-26,0.0
2022-01-02,0.0
2022-01-09,54.666666666666664
2022-01-16,0.0
2022-01-23,0.0
2022-01-30,0.0
2022-02-06,0.0
2022-02-13,0.0
2022-02-20,0.0
2022-02-27,0.0
2022-03-06,0.0
2022-03-13,48.72463768115942
2022-03-20,0.0
2022-03-27,0.0
2022-04-03,0.0
2022-04-10,0.0
2022-04-17,0.0
2022-04-24,0.0
2022-05-01,0.0
2022-05-08,0.0
2022-05-15,0.0
2022-05-22,0.0
2022-05-29,0.0
2022-06-05,0.0
2022-06-12,0.0
2022-06-19,41.59420289855072
2022-06-26,0.0
2022-07-03,0.0
2022-07-10,40.405797101449274
2022-07-17,38.028985507246375
2022-07-24,0.0
2022-07-31,0.0
2022-08-07,0.0
2022-08-14,0.0
2022-08-21,47.53623188405797
2022-08-28,0.0
2022-09-04,42.78260869565217
2022-09-11,0.0
2022-09-18,0.0
2022-09-25,0.0
2022-10-02,0.0
2022-10-09,0.0
2022-10-16,0.0
2022-10-23,0.0
2022-10-30,0.0
2022-11-06,0.0
2022-11-13,0.0
2022-11-20,0.0
2022-11-27,0.0
2022-12-04,0.0
2022-12-11,0.0
2022-12-18,0.0
2022-12-25,0.0
2023-01-01,0.0
2023-01-08,0.0
2023-01-15,0.0
2023-01-22,0.0
2023-01-29,0.0
2023-02-05,0.0
2023-02-12,0.0
2023-02-19,0.0
2023-02-26,0.0
2023-03-05,43.971014492753625
2023-03-12,0.0
2023-03-19,0.0
2023-03-26,0.0
2023-04-02,0.0
2023-04-09,0.0
2023-04-16,0.0
2023-04-23,0.0
2023-04-30,0.0
2023-05-07,0.0
2023-05-14,0.0
2023-05-21,0.0
2023-05-28,0.0
2023-06-04,62.98550724637681
2023-06-11,0.0
2023-06-18,0.0
2023-06-25,40.405797101449274
2023-07-02,0.0
2023-07-09,0.0
2023-07-16,38.028985507246375
2023-07-23,0.0
2023-07-30,67.73913043478261
2023-08-06,0.0
2023-08-13,55.85507246376811
2023-08-20,53.47826086956522
2023-08-27,66.55072463768116
2023-09-03,118.84057971014492
2023-09-10,54.666666666666664
2023-09-17,58.231884057971016
2023-09-24,36.84057971014492
2023-10-01,55.85507246376811
2023-10-08,54.666666666666664
2023-10-15,60.60869565217391
2023-10-22,38.028985507246375
2023-10-29,45.15942028985507
2023-11-05,0.0
2023-11-12,65.3623188405797
2023-11-19,55.85507246376811
2023-11-26,58.231884057971016
2023-12-03,0.0
2023-12-10,84.37681159420289
2023-12-17,72.4927536231884
2023-12-24,47.53623188405797
2023-12-31,0.0
2024-01-07,73.34735166735534
2024-01-14,47.95788378250157
2024-01-21,46.54735778889858
2024-01-28,81.81050762897326
2024-02-04,62.063143718531435
2024-02-11,64.88419570573741
2024-02-18,47.95788378250157
2024-02-25,81.81050762897326
2024-03-03,84.63155961617923
2024-03-10,0.0
2024-03-17,98.73681955220911
2024-03-24,78.98945564176728
2024-03-31,63.47366971213442
2024-04-07,53.599987756913514
2024-04-14,76.16840365456132
2024-04-21,46.54735778889858
2024-04-28,100.1473455458121
2024-05-05,63.47366971213442
2024-05-12,107.19997551382703
2024-05-19,102.96839753301806
2024-05-26,84.63155961617923
2024-06-02,101.55787153941509
2024-06-09,67.70524769294339
2024-06-16,110.021027501033
2024-06-23,86.04208560978222
2024-06-30,73.34735166735534
2024-07-07,101.55787153941509
2024-07-14,100.1473455458121
2024-07-21,141.05259936029873
2024-07-28,97.32629355860612
2024-08-04,98.73681955220911
2024-08-11,105.78944952022404
2024-08-18,66.2947216993404
2024-08-25,43.726305801692604
2024-09-01,42.315779808089616
2024-09-08,0.0
2024-09-15,45.13683179529559
2024-09-22,47.95788378250157
2024-09-29,0.0
2024-10-06,0.0
2024-10-13,0.0
2024-10-20,50.778935769707545
2024-10-27,0.0
2024-11-03,45.13683179529559
2024-11-10,0.0
2024-11-17,0.0
2024-11-24,0.0
2024-12-01,0.0
2024-12-08,0.0
2024-12-15,50.778935769707545
2024-12-22,50.778935769707545
2024-12-29,70.52629968014936
2025-01-05,50.778935769707545
2025-01-12,0.0
2025-01-19,74.75787766095833
2025-01-26,64.88419570573741
2025-02-02,55.0105137505165
2025-02-09,49.368409776104556
2025-02-16,56.42103974411949
2025-02-23,50.778935769707545
2025-03-02,0.0
2025-03-09,49.368409776104556
2025-03-16,64.88419570573741
2025-03-23,0.0
2025-03-30,55.0105137505165
2025-04-06,43.726305801692604
2025-04-13,74.75787766095833
2025-04-20,77.5789296481643
2025-04-27,70.52629968014936
2025-05-04,63.47366971213442
2025-05-11,71.93682567375235
2025-05-18,49.368409776104556
2025-05-25,62.063143718531435
2025-06-01,80.39998163537027
2025-06-08,76.16840365456132
2025-06-15,98.73681955220911
2025-06-22,70.52629968014936
2025-06-29,62.063143718531435
2025-07-06,88.8631375969882
2025-07-13,98.73681955220911
2025-07-20,81.81050762897326
2025-07-27,105.78944952022404
2025-08-03,80.39998163537027
2025-08-10,47.95788378250157
2025-08-17,105.78944952022404
2025-08-24,70.52629968014936
2025-08-31,128.35786541787184
2025-09-07,63.47366971213442
2025-09-14,71.93682567375235
2025-09-21,63.47366971213442
2025-09-28,87.45261160338521
2025-10-05,122.7157614434599
2025-10-12,0.0
2025-10-19,83.22103362257624
2025-10-26,43.726305801692604
2025-11-02,71.93682567375235
2025-11-09,74.75787766095833
2025-11-16,71.93682567375235
2025-11-23,126.94733942426885
2025-11-30,101.55787153941509
2025-12-07,88.8631375969882
2025-12-14,91.68418958419417
2025-12-21,0.0
2025-12-28,73.34735166735534
2026-01-04,0.0
