,Events & Listings
2020-07-05,33.6122098022356
2020-07-12,36.19776440240757
2020-07-19,36.19776440240757
2020-07-26,36.19776440240757
2020-08-02,38.78331900257954
2020-08-09,36.19776440240757
2020-08-16,38.78331900257954
2020-08-23,36.19776440240757
2020-08-30,38.78331900257954
2020-09-06,36.19776440240757
2020-09-13,36.19776440240757
2020-09-20,33.6122098022356
2020-09-27,36.19776440240757
2020-10-04,36.19776440240757
2020-10-11,36.19776440240757
2020-10-18,31.02665520206363
2020-10-25,51.71109200343938
2020-11-01,25.85554600171969
2020-11-08,31.02665520206363
2020-11-15,28.441100601891662
2020-11-22,49.125537403267415
2020-11-29,38.78331900257954
2020-12-06,33.6122098022356
2020-12-13,36.19776440240757
2020-12-20,28.441100601891662
2020-12-27,28.441100601891662
2021-01-03,49.125537403267415
2021-01-10,54.29664660361135
2021-01-17,38.78331900257954
2021-01-24,41.368873602751506
2021-01-31,31.02665520206363
2021-02-07,33.6122098022356
2021-02-14,36.19776440240757
2021-02-21,33.6122098022356
2021-02-28,33.6122098022356
2021-03-07,33.6122098022356
2021-03-14,38.78331900257954
2021-03-21,43.954428202923474
2021-03-28,43.954428202923474
2021-04-04,41.368873602751506
2021-04-11,33.6122098022356
2021-04-18,33.6122098022356
2021-04-25,33.6122098022356
2021-05-02,28.441100601891662
2021-05-09,28.441100601891662
2021-05-16,38.78331900257954
2021-05-23,33.6122098022356
2021-05-30,41.368873602751506
2021-06-06,38.78331900257954
2021-06-13,41.368873602751506
2021-06-20,38.78331900257954
2021-06-27,36.19776440240757
2021-07-04,33.6122098022356
2021-07-11,36.19776440240757
2021-07-18,41.368873602751506
2021-07-25,36.19776440240757
2021-08-01,36.19776440240757
2021-08-08,28.441100601891662
2021-08-15,28.441100601891662
2021-08-22,28.441100601891662
2021-08-29,31.02665520206363
2021-09-05,31.02665520206363
2021-09-12,28.441100601891662
2021-09-19,31.02665520206363
2021-09-26,33.6122098022356
2021-10-03,36.19776440240757
2021-10-10,31.02665520206363
2021-10-17,41.368873602751506
2021-10-24,77.56663800515908
2021-10-31,64.63886500429923
2021-11-07,49.125537403267415
2021-11-14,43.954428202923474
2021-11-21,54.29664660361135
2021-11-28,64.63886500429923
2021-12-05,51.71109200343938
2021-12-12,56.882201203783325
2021-12-19,69.80997420464317
2021-12-26,62.05331040412726
2022-01-02,62.05331040412726
2022-01-09,54.29664660361135
2022-01-16,49.125537403267415
2022-01-23,46.53998280309544
2022-01-30,59.46775580395529
2022-02-06,54.29664660361135
2022-02-13,64.63886500429923
2022-02-20,72.39552880481514
2022-02-27,69.80997420464317
2022-03-06,67.2244196044712
2022-03-13,67.2244196044712
2022-03-20,67.2244196044712
2022-03-27,62.05331040412726
2022-04-03,64.63886500429923
2022-04-10,103.42218400687877
2022-04-17,85.32330180567499
2022-04-24,77.56663800515908
2022-05-01,85.32330180567499
2022-05-08,54.29664660361135
2022-05-15,62.05331040412726
2022-05-22,80.15219260533104
2022-05-29,98.25107480653483
2022-06-05,106.00773860705074
2022-06-12,85.32330180567499
2022-06-19,90.49441100601892
2022-06-26,64.63886500429923
2022-07-03,64.63886500429923
2022-07-10,59.46775580395529
2022-07-17,62.05331040412726
2022-07-24,64.63886500429923
2022-07-31,62.05331040412726
2022-08-07,67.2244196044712
2022-08-14,82.73774720550301
2022-08-21,74.9810834049871
2022-08-28,85.32330180567499
2022-09-04,85.32330180567499
2022-09-11,93.07996560619088
2022-09-18,82.73774720550301
2022-09-25,98.25107480653483
2022-10-02,90.49441100601892
2022-10-09,77.56663800515908
2022-10-16,95.66552020636286
2022-10-23,103.42218400687877
2022-10-30,95.66552020636286
2022-11-06,82.73774720550301
2022-11-13,85.32330180567499
2022-11-20,90.49441100601892
2022-11-27,98.25107480653483
2022-12-04,85.32330180567499
2022-12-11,98.25107480653483
2022-12-18,147.37661220980223
2022-12-25,111.17884780739467
2023-01-01,111.17884780739467
2023-01-08,106.00773860705074
2023-01-15,100.83662940670679
2023-01-22,100.83662940670679
2023-01-29,103.42218400687877
2023-02-05,103.42218400687877
2023-02-12,100.83662940670679
2023-02-19,90.49441100601892
2023-02-26,72.39552880481514
2023-03-05,72.39552880481514
2023-03-12,67.2244196044712
2023-03-19,69.80997420464317
2023-03-26,67.2244196044712
2023-04-02,72.39552880481514
2023-04-09,56.882201203783325
2023-04-16,67.2244196044712
2023-04-23,103.42218400687877
2023-04-30,80.15219260533104
2023-05-07,72.39552880481514
2023-05-14,74.9810834049871
2023-05-21,77.56663800515908
2023-05-28,72.39552880481514
2023-06-04,82.73774720550301
2023-06-11,80.15219260533104
2023-06-18,80.15219260533104
2023-06-25,80.15219260533104
2023-07-02,82.73774720550301
2023-07-09,87.90885640584695
2023-07-16,93.07996560619088
2023-07-23,100.83662940670679
2023-07-30,103.42218400687877
2023-08-06,142.2055030094583
2023-08-13,121.52106620808254
2023-08-20,95.66552020636286
2023-08-27,95.66552020636286
2023-09-03,118.93551160791058
2023-09-10,129.27773000859847
2023-09-17,106.00773860705074
2023-09-24,118.93551160791058
2023-10-01,108.5932932072227
2023-10-08,126.6921754084265
2023-10-15,258.55546001719694
2023-10-22,113.76440240756665
2023-10-29,106.00773860705074
2023-11-05,100.83662940670679
2023-11-12,85.32330180567499
2023-11-19,90.49441100601892
2023-11-26,87.90885640584695
2023-12-03,82.73774720550301
2023-12-10,80.15219260533104
2023-12-17,93.07996560619088
2023-12-24,108.5932932072227
2023-12-31,82.73774720550301
2024-01-07,82.73774720550301
2024-01-14,85.32330180567499
2024-01-21,77.56663800515908
2024-01-28,82.73774720550301
2024-02-04,85.32330180567499
2024-02-11,90.49441100601892
2024-02-18,108.5932932072227
2024-02-25,77.56663800515908
2024-03-03,80.15219260533104
2024-03-10,77.56663800515908
2024-03-17,74.9810834049871
2024-03-24,74.9810834049871
2024-03-31,69.80997420464317
2024-04-07,74.9810834049871
2024-04-14,85.32330180567499
2024-04-21,82.73774720550301
2024-04-28,103.42218400687877
2024-05-05,100.83662940670679
2024-05-12,87.90885640584695
2024-05-19,72.39552880481514
2024-05-26,85.32330180567499
2024-06-02,93.07996560619088
2024-06-09,87.90885640584695
2024-06-16,98.25107480653483
2024-06-23,111.17884780739467
2024-06-30,111.17884780739467
2024-07-07,93.07996560619088
2024-07-14,100.83662940670679
2024-07-21,118.93551160791058
2024-07-28,116.34995700773861
2024-08-04,93.07996560619088
2024-08-11,93.07996560619088
2024-08-18,95.66552020636286
2024-08-25,93.07996560619088
2024-09-01,180.98882201203784
2024-09-08,116.34995700773861
2024-09-15,106.00773860705074
2024-09-22,80.15219260533104
2024-09-29,80.15219260533104
2024-10-06,90.49441100601892
2024-10-13,85.32330180567499
2024-10-20,93.07996560619088
2024-10-27,116.34995700773861
2024-11-03,95.66552020636286
2024-11-10,103.42218400687877
2024-11-17,80.15219260533104
2024-11-24,80.15219260533104
2024-12-01,87.90885640584695
2024-12-08,87.90885640584695
2024-12-15,98.25107480653483
2024-12-22,100.83662940670679
2024-12-29,100.83662940670679
2025-01-05,82.73774720550301
2025-01-12,90.49441100601892
2025-01-19,98.25107480653483
2025-01-26,87.90885640584695
2025-02-02,103.42218400687877
2025-02-09,90.49441100601892
2025-02-16,82.73774720550301
2025-02-23,90.49441100601892
2025-03-02,87.90885640584695
2025-03-09,69.80997420464317
2025-03-16,90.49441100601892
2025-03-23,98.25107480653483
2025-03-30,90.49441100601892
2025-04-06,87.90885640584695
2025-04-13,90.49441100601892
2025-04-20,90.49441100601892
2025-04-27,113.76440240756665
2025-05-04,93.07996560619088
2025-05-11,95.66552020636286
2025-05-18,103.42218400687877
2025-05-25,95.66552020636286
2025-06-01,93.07996560619088
2025-06-08,85.32330180567499
2025-06-15,90.49441100601892
2025-06-22,95.66552020636286
2025-06-29,108.5932932072227
2025-07-06,116.34995700773861
2025-07-13,100.83662940670679
2025-07-20,111.17884780739467
2025-07-27,116.34995700773861
2025-08-03,124.10662080825452
2025-08-10,170.64660361134997
2025-08-17,116.34995700773861
2025-08-24,126.6921754084265
2025-08-31,121.52106620808254
2025-09-07,106.00773860705074
2025-09-14,93.07996560619088
2025-09-21,90.49441100601892
2025-09-28,93.07996560619088
2025-10-05,113.76440240756665
2025-10-12,116.34995700773861
2025-10-19,111.17884780739467
2025-10-26,103.42218400687877
2025-11-02,90.49441100601892
2025-11-09,103.42218400687877
2025-11-16,90.49441100601892
2025-11-23,90.49441100601892
2025-11-30,82.73774720550301
